survey,ASASSN1-B,ASASSN1-V,ASASSN1-r,ASASSN1-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ASASSN1,17.950297044507025,17.070606533012192,16.786017826646553,16.530079933430446,17.39259910583496,16.791799545288086,16.510900497436523,16.394500732421875,87.27714718,17.37352661
ASASSN1,19.446465497947187,18.570582035897228,18.287575631810032,18.0266004975194,18.895999908447266,18.281099319458008,18.02120018005371,17.907800674438477,149.71246473,3.07425199
ASASSN1,19.576745012250058,18.353644718213545,17.926583172454716,17.550071899740868,18.825700759887695,17.908000946044922,17.529199600219727,17.371700286865234,149.27829298,2.61622013
ASASSN1,18.69078104709627,17.917589414768226,17.677288123149875,17.482763666725162,18.206600189208984,17.678199768066406,17.468299865722656,17.397199630737305,149.80204755,3.16807291
ASASSN1,19.184693659508717,18.779101206478487,18.692052393604477,18.62391719310789,18.857999801635742,18.713899612426758,18.628799438476562,18.60140037536621,149.84919823,3.13216921
ASASSN1,18.87215320461349,18.04436363912611,17.78135167039887,17.589526214790567,18.325300216674805,17.779199600219727,17.576000213623047,17.500600814819336,149.34063864,2.6952965
ASASSN1,19.127664846835373,17.86683397101397,17.424149429462847,17.0365575609867,18.365100860595703,17.413999557495117,17.009599685668945,16.819700241088867,149.88133341,3.16192239
ASASSN1,18.916688416780502,18.343499224524844,18.186503973153012,18.0613643574754,18.536800384521484,18.185699462890625,18.055599212646484,18.060800552368164,149.7105318,3.04758495
ASASSN1,19.27661273306213,18.561817607189166,18.345821574499567,18.169978698052617,18.791900634765625,18.33099937438965,18.162099838256836,18.09440040588379,149.73611014,3.08882136
ASASSN1,18.09283824681631,17.525299428811287,17.37066029218942,17.271075308040636,17.684999465942383,17.367300033569336,17.26409912109375,17.243000030517578,149.69134519,2.97470023
ASASSN1,19.59268157693048,18.032912764486113,17.466656974244966,16.696499140910948,18.684900283813477,17.43670082092285,16.658899307250977,16.293100357055664,149.33613649,2.62921419
ASASSN1,18.00365514667545,17.26680776124967,17.041631570186688,16.890481117439368,17.516199111938477,17.057600021362305,16.872699737548828,16.83169937133789,149.47999286,2.84061783
ASASSN1,18.99215762801515,18.216178583941655,17.974717517254643,17.773517737487794,18.49410057067871,17.983800888061523,17.74370002746582,17.67340087890625,149.37051215,2.80308332
ASASSN1,18.824558911521454,18.221775120333998,18.05244173959992,17.95144349771598,18.39310073852539,18.02869987487793,17.941600799560547,17.950700759887695,149.82545209,3.10625836
ASASSN1,18.899010049692478,18.38603378431271,18.254153743885947,18.150634081634728,18.526599884033203,18.24850082397461,18.161699295043945,18.139299392700195,149.69621952,3.10875198
ASASSN1,19.518081625620606,18.63223432447399,18.345086840199507,18.090107851776445,18.941600799560547,18.347200393676758,18.058700561523438,17.956899642944336,149.57763469,2.82865198
ASASSN1,18.06278935399565,17.263928736224436,17.012948487326327,16.809458207875235,17.53660011291504,17.002399444580078,16.799999237060547,16.733400344848633,149.22656438,2.62666412
ASASSN1,18.31737415080529,17.82429301296157,17.70071495793521,17.626039553685693,17.95050048828125,17.70050048828125,17.61389923095703,17.599199295043945,149.20649094,2.64541297
ASASSN1,18.779673497729117,18.286592359885397,18.16301430485904,18.077940035863428,18.410900115966797,18.148000717163086,18.061800003051758,18.050399780273438,149.23884897,2.60017598
ASASSN1,19.86259531841686,18.338178357400768,17.786516700526683,17.231320177584333,18.96339988708496,17.777299880981445,17.20560073852539,16.95009994506836,149.2483825,2.61735142
ASASSN1,18.06209048703494,17.464406535006436,17.297199021556295,17.15265974620739,17.669599533081055,17.295400619506836,17.143400192260742,17.09600067138672,149.67540323,3.0727519
ASASSN1,18.71076897228504,17.889347982419963,17.62898442709248,17.388599916761834,18.188800811767578,17.62849998474121,17.3700008392334,17.265899658203125,149.35325122,2.82520821
ASASSN1,19.149160008161125,18.63916771959777,18.50853274090214,18.417589648279737,18.77440071105957,18.518800735473633,18.40239906311035,18.3710994720459,149.64754435,2.98180554
ASASSN1,17.839493997563963,17.1084411469029,16.885676960606506,16.688874311780825,17.357799530029297,16.87700080871582,16.680599212646484,16.622900009155273,149.65449405,2.89391375
ASASSN1,18.96583086128952,18.46667110498366,18.340556329291083,18.27912886911491,18.58609962463379,18.342100143432617,18.26729965209961,18.32200050354004,149.63032399,2.96992028
ASASSN1,18.41166780484945,17.516859604493074,17.22598824167153,16.99679451329226,17.846099853515625,17.212400436401367,16.9867000579834,16.884000778198242,149.57154766,2.9795283
ASASSN1,18.170457202305325,17.48860035424341,17.28632024202772,17.152888967111394,17.700199127197266,17.28380012512207,17.137399673461914,17.096900939941406,149.51218863,2.85616677
ASASSN1,19.3660248583426,18.34043965979741,17.99526088751148,17.705260124728664,18.743000030517578,17.985700607299805,17.688800811767578,17.56100082397461,149.49108192,2.88686647
ASASSN1,18.105966632455704,17.661132055807684,17.557694131547063,17.486150306812135,17.770299911499023,17.563899993896484,17.477500915527344,17.468700408935547,149.46879711,2.87223681
ASASSN1,18.926048054470048,18.847085345939515,18.896726205527024,18.996446779914177,18.777299880981445,18.9060001373291,18.995500564575195,19.034799575805664,149.66919423,2.90710695
ASASSN1,19.291212093297688,17.937728297829413,17.456704494577075,17.02596611773034,18.47909927368164,17.441200256347656,16.985599517822266,16.81730079650879,149.65204774,3.02021972
ASASSN1,18.220169890457793,17.684406206572383,17.543019461502656,17.413579510368084,17.857500076293945,17.527099609375,17.39299964904785,17.388200759887695,149.8003602,3.04423273
ASASSN1,17.827049804434647,17.075267810500456,16.84387569556921,16.646259741316083,17.333999633789062,16.838300704956055,16.634899139404297,16.562000274658203,149.39433383,2.76022744
ASASSN1,17.703023182945508,17.115984476483384,16.953214807722482,16.822687284772613,17.29599952697754,16.949199676513672,16.80769920349121,16.776399612426758,149.69450871,2.93142203
ASASSN1,19.042954898044933,18.170092388636665,17.888341610802108,17.619038944909814,18.484399795532227,17.878599166870117,17.613100051879883,17.487199783325195,149.82509896,3.06418605
ASASSN1,18.254123571378294,17.758058083415325,17.633234582616893,17.551383988655754,17.895700454711914,17.634000778198242,17.54680061340332,17.523300170898438,149.36250043,2.7628414
ASASSN1,19.552455285151147,18.54891382481279,18.21288392839933,17.934258919178077,18.95359992980957,18.22130012512207,17.92169952392578,17.820199966430664,149.71198678,2.97055895
ASASSN1,18.434550973156064,17.887499855264924,17.741404962219818,17.61915414900726,18.011499404907227,17.736600875854492,17.61440086364746,17.59040069580078,37.41350736,1.7772854
ASASSN1,18.931025375158242,18.37002306133621,18.218109720299484,18.083172633951392,18.53219985961914,18.225400924682617,18.07740020751953,18.03230094909668,37.50939701,1.71005966
ASASSN1,19.450585699577413,18.527873634471923,18.225408503971117,17.96538444309237,18.837900161743164,18.20560073852539,17.936100006103516,17.823400497436523,37.42408,1.70991226
ASASSN1,18.963213981464396,18.22814948737661,18.003715418164763,17.764948455425714,18.494600296020508,17.98539924621582,17.747800827026367,17.670799255371094,37.54790431,1.7556365
ASASSN1,19.17424729505368,18.278541788649743,17.987297551817264,17.721813667425884,18.60540008544922,17.96940040588379,17.69700050354004,17.572200775146484,37.39848445,1.76288627
ASASSN1,19.267244626388194,18.10545661201688,17.703795252786453,17.32501627129937,18.535999298095703,17.690399169921875,17.313600540161133,17.128799438476562,150.06296067,2.22445598
ASASSN1,19.370339903481305,18.25405966405943,17.87126135137305,17.54779701284319,18.67919921875,17.85919952392578,17.523500442504883,17.38170051574707,150.24588218,2.22629105
ASASSN1,18.12319555144198,17.544247093905696,17.384850469528697,17.285457305276765,17.723400115966797,17.393699645996094,17.269100189208984,17.244699478149414,149.91923007,2.20372932
ASASSN1,18.93590068100766,18.450664646102336,18.330360745918558,18.23202507470307,18.55270004272461,18.31439971923828,18.22330093383789,18.197599411010742,150.7620385,2.24930601
ASASSN1,19.655535059601533,18.18687052228977,17.658235250433677,17.05055776917422,18.786500930786133,17.6481990814209,17.025999069213867,16.749500274658203,150.6537716,2.2648192
ASASSN1,19.54633524172114,18.24193935718252,17.78122339599163,17.39542162088029,18.7362003326416,17.77359962463379,17.36709976196289,17.205299377441406,150.31880271,1.99003032
ASASSN1,19.568940063209514,18.267268264668402,17.80767956156001,17.358948198239936,18.78580093383789,17.79400062561035,17.333900451660156,17.11709976196289,150.725886,2.31894829
ASASSN1,19.084363016866266,18.12249896767718,17.803772279498578,17.549931720389633,18.48579978942871,17.78969955444336,17.540199279785156,17.423500061035156,150.52582869,2.25930702
ASASSN1,19.17301284385615,18.26632811178519,17.97052175954693,17.714943299618696,18.60569953918457,17.962900161743164,17.70840072631836,17.57469940185547,150.35756303,1.94212685
ASASSN1,18.13498534940652,17.39713490751521,17.171541204120835,16.988100606172022,17.653400421142578,17.15850067138672,16.975400924682617,16.91320037841797,150.51499135,2.16780579
ASASSN1,19.31254273890332,18.62634574718609,18.422258068334862,18.267765145522926,18.872600555419922,18.429000854492188,18.265399932861328,18.230600357055664,150.9948352,1.77672775
ASASSN1,18.328819251485285,17.45058499910665,17.166601541971264,16.896749047516494,17.775299072265625,17.15679931640625,16.877500534057617,16.77720069885254,149.6342988,2.08709929
ASASSN1,19.71619301251474,18.27992587481607,17.764676958141177,17.250812810979355,18.88249969482422,17.751399993896484,17.22640037536621,16.98430061340332,150.97807912,1.75163973
ASASSN1,18.261667141310063,17.603375051183207,17.41091056146522,17.276278041156974,17.820199966430664,17.404499053955078,17.26689910888672,17.2101993560791,150.36191275,1.67268767
ASASSN1,19.376683435927262,18.50695470811735,18.2265064946785,17.9965742445864,18.824600219726562,18.229900360107422,17.983800888061523,17.900299072265625,150.97390582,1.79986313
ASASSN1,18.65251496802655,18.14318691535485,18.012829093983424,17.909078679565376,18.2947998046875,18.013500213623047,17.902099609375,17.89259910583496,150.99894244,1.75061838
ASASSN1,18.32796619104792,17.612502155911933,17.39622763064917,17.222790064178987,17.847999572753906,17.388399124145508,17.211200714111328,17.157800674438477,150.92194037,1.73481301
ASASSN1,18.7915445129131,17.86647797060688,17.563034733665877,17.304334339807276,18.208900451660156,17.55340003967285,17.28459930419922,17.203699111938477,150.87204371,1.76799488
ASASSN1,17.872082806524006,17.282826131263572,17.119131782378478,16.97612356436497,17.463300704956055,17.113100051879883,16.962799072265625,16.936199188232422,150.6638857,2.67129224
ASASSN1,19.072239355065975,18.319343233829656,18.08748744812695,17.91477998026053,18.582599639892578,18.087900161743164,17.8971004486084,17.857200622558594,149.91869606,1.66224908
ASASSN1,19.061797803262138,18.278006225967246,18.033294733986402,17.819466623012712,18.55419921875,18.037900924682617,17.805599212646484,17.72319984436035,149.72492598,1.88441489
ASASSN1,19.65150044286996,18.018495917964728,17.422022753622382,16.6796871464625,18.70669937133789,17.419200897216797,16.63680076599121,16.28860092163086,149.66699813,1.89923006
ASASSN1,18.967445456078167,18.413307642913818,18.26425708248667,18.147964403868457,18.54680061340332,18.254199981689453,18.153600692749023,18.102699279785156,149.90572143,2.6531456
ASASSN1,18.50705010961043,17.755268115676238,17.52387600074499,17.366360144148114,18.007600784301758,17.5221004486084,17.3533992767334,17.274799346923828,150.38437282,2.10570319
ASASSN1,17.968775390705684,17.20428262646338,16.96760094476005,16.79149937609633,17.47319984436035,16.965900421142578,16.78380012512207,16.725299835205078,149.51297696,2.66780143
ASASSN1,19.06266976100163,18.254989417554533,18.000340604086045,17.801329523454566,18.536399841308594,17.996999740600586,17.784099578857422,17.702999114990234,150.0475371,2.7328279
ASASSN1,19.133371154785156,18.582445373535155,18.434734436035157,18.300013885498046,18.743499755859375,18.4197998046875,18.254600524902344,18.22920036315918,149.90074899,2.89328439
ASASSN1,18.850157846527903,17.882901768040682,17.561936049701632,17.298449937618717,18.231399536132812,17.545900344848633,17.280099868774414,17.180500030517578,150.78121953,1.95758469
ASASSN1,18.78518526044674,17.959405737471766,17.697229638761844,17.480986740240827,18.25510025024414,17.68950080871582,17.47920036315918,17.390199661254883,150.64133617,2.82516407
ASASSN1,18.550962885738848,18.001587031571848,17.854522529493657,17.71978955989066,18.16860008239746,17.854000091552734,17.720600128173828,17.693599700927734,150.87729281,1.92825251
ASASSN1,19.660414556300996,18.125361342801554,17.569308237202453,16.685343403588426,18.71540069580078,17.54680061340332,16.65489959716797,16.25309944152832,150.85278746,2.80177262
ASASSN1,19.228866480489735,18.739652318011956,18.617688110871093,18.529581747797238,18.865400314331055,18.610000610351562,18.499000549316406,18.47920036315918,149.89508937,1.91775163
ASASSN1,19.08741672459356,18.18409371365649,17.88968417660915,17.638073076755134,18.534799575805664,17.882299423217773,17.612499237060547,17.55579948425293,150.30635562,2.07653535
ASASSN1,18.572580432461002,17.832279584495513,17.605665942496067,17.43304650540863,18.05940055847168,17.592199325561523,17.417299270629883,17.356800079345703,150.63522939,1.59247961
ASASSN1,17.978007277786794,17.653268465576826,17.600009646336837,17.663296347369183,17.70240020751953,17.60890007019043,17.652999877929688,17.747800827026367,150.34816005,2.32696498
ASASSN1,19.415792675091545,18.739382374847587,18.539370738661642,18.367093311667944,18.972000122070312,18.524599075317383,18.356599807739258,18.31450080871582,150.4204752,2.05410321
ASASSN1,19.228026203791153,17.853270511758037,17.363449560969457,16.92135984944358,18.396099090576172,17.363000869750977,16.89299964904785,16.678600311279297,150.35410753,2.23437977
ASASSN1,17.672936423986478,17.206915414819566,17.09463208697898,17.021947891829445,17.32379913330078,17.0939998626709,17.01889991760254,17.012500762939453,150.47845456,2.24006713
ASASSN1,18.27873550137168,17.39915816212043,17.11461649197983,16.826576845024977,17.693199157714844,17.081300735473633,16.77429962158203,16.638500213623047,150.71868001,1.94274329
ASASSN1,18.461148813921753,17.36663663379413,16.9928643276817,16.683073928919068,17.805099487304688,16.99250030517578,16.671199798583984,16.538999557495117,150.84077563,1.9098744
ASASSN1,19.404872840046885,18.24579406863451,17.84525544923544,17.517148492455483,18.686100006103516,17.837799072265625,17.489700317382812,17.344900131225586,149.23023851,2.350762
ASASSN1,18.010946068808735,17.141663472501346,16.861400698250332,16.654964668231063,17.45800018310547,16.86079978942871,16.638099670410156,16.55590057373047,150.15015753,2.23617334
ASASSN1,19.429017189630724,17.85986031072967,17.28972974632599,16.692286853631586,18.492799758911133,17.275999069213867,16.653900146484375,16.377300262451172,150.24866247,2.29721134
ASASSN1,19.185635484472034,18.62518872718123,18.473507068307548,18.337762509560793,18.797199249267578,18.44659996032715,18.331499099731445,18.301000595092773,149.12725549,2.34923304
ASASSN1,19.026303024053114,17.887784640950137,17.495767484054753,17.174841114534914,18.317899703979492,17.476299285888672,17.14739990234375,17.027299880981445,149.2252088,2.28599443
ASASSN1,19.44402936035127,18.12725511217891,17.661417231894042,17.255857137612647,18.64859962463379,17.644500732421875,17.231199264526367,17.05500030517578,149.44422725,2.20342963
ASASSN1,19.326659977414906,18.218277254278846,17.83875337037885,17.51430554212621,18.64080047607422,17.845199584960938,17.5,17.358999252319336,149.80127086,2.98026797
ASASSN1,19.28756335375656,17.806225704585028,17.272355174642463,16.722532062538548,18.387699127197266,17.247299194335938,16.694799423217773,16.43720054626465,150.07522061,2.67084992
ASASSN1,19.612563970036348,18.02863029229733,17.452401566845218,16.62054550491917,18.668899536132812,17.440900802612305,16.590200424194336,16.20549964904785,150.05546785,2.67348154
ASASSN1,19.369617532134175,18.73065462386963,18.546243322530238,18.412646894952864,18.93670082092285,18.547500610351562,18.3981990814209,18.386699676513672,150.25440825,2.55906664
ASASSN1,18.60195107693133,17.691455367194244,17.39406559032862,17.13462524392867,18.014999389648438,17.381900787353516,17.11829948425293,17.014400482177734,150.30068052,2.44720248
ASASSN1,18.4848784488708,17.941036471794376,17.796280098264976,17.71320347011879,18.09630012512207,17.79450035095215,17.69969940185547,17.713499069213867,149.67129857,2.53340385
ASASSN1,19.499660510929566,18.64179362136645,18.366276199210656,18.11393317231248,18.95199966430664,18.36639976501465,18.104700088500977,17.98550033569336,150.36511927,2.53311428
ASASSN1,19.165861854220687,18.04382395406238,17.65863859596138,17.35213802473722,18.462499618530273,17.653900146484375,17.336999893188477,17.211200714111328,149.50490402,2.55267461
ASASSN1,19.214077751887736,17.744614221065877,17.21564886579357,16.67838126495682,18.34600067138672,17.208099365234375,16.652700424194336,16.417200088500977,150.46311257,2.99665963
ASASSN1,18.508098007069083,17.66443435304827,17.394821814116963,17.16924488961289,17.956499099731445,17.385000228881836,17.168500900268555,17.093599319458008,150.02249684,1.94260104
ASASSN1,18.603528747205416,18.26802465492657,18.210265124977553,18.443827362181064,18.313199996948242,18.148399353027344,18.418800354003906,18.31570053100586,149.85194729,1.99841472
ASASSN1,18.923359031957293,18.074885638400172,17.803273389537353,17.616542675437266,18.367000579833984,17.80470085144043,17.59600067138672,17.512500762939453,149.84802328,1.94970145
ASASSN1,18.452277099886707,17.815868429402194,17.632521434167852,17.49340271834508,18.016000747680664,17.622299194335938,17.472700119018555,17.44260025024414,149.92021066,1.91647126
ASASSN1,17.79798162680355,17.289870246269928,17.160020095492815,17.061060962202173,17.428600311279297,17.16029930114746,17.062000274658203,17.056499481201172,150.46962188,1.7493396
ASASSN1,18.678606015854637,18.12646177364378,17.978242654457247,17.879632262420873,18.28529930114746,17.977100372314453,17.87030029296875,17.881999969482422,150.9164602,1.92573217
ASASSN1,18.75641182343129,17.63336003130076,17.247754342392305,16.895062794451512,18.075000762939453,17.24839973449707,16.89539909362793,16.71739959716797,150.05063706,1.96411256
ASASSN1,18.45387281078543,17.927514446419767,17.79005123147109,17.688736898546257,18.075899124145508,17.784500122070312,17.679800033569336,17.67180061340332,150.12517404,2.76705104
ASASSN1,17.304528374227957,16.78613377467178,16.651993041872732,16.58531631507157,16.91950035095215,16.638399124145508,16.582500457763672,16.582300186157227,150.1832178,2.73886171
ASASSN1,18.283417602215316,17.532641263501418,17.3016676807859,17.129440997869974,17.779300689697266,17.2898006439209,17.119300842285156,17.05739974975586,150.1785992,2.73297972
ASASSN1,18.819840217099532,18.162548479902313,17.97050073007689,17.80155984897764,18.347200393676758,17.95400047302246,17.782899856567383,17.70639991760254,149.98380975,2.84142546
ASASSN1,17.422604927570625,16.86259965063319,16.711102102047587,16.60005605746221,17.02389907836914,16.693599700927734,16.590900421142578,16.58139991760254,150.01541147,2.78051838
ASASSN1,19.562941185351583,18.373227662390143,17.959995476739508,17.607418358963017,18.830400466918945,17.943300247192383,17.586999893188477,17.43160057067871,150.07733701,2.29855172
ASASSN1,19.26354089544725,18.545851300682695,18.328650203870087,18.219429707354518,18.767000198364258,18.33799934387207,18.207000732421875,18.15169906616211,149.21344502,2.27176948
ASASSN1,19.13515630591842,17.959009801815572,17.551398646254906,17.22377510492513,18.418699264526367,17.533899307250977,17.202199935913086,17.064300537109375,150.08906563,2.2886213
ASASSN1,18.118916528627537,17.34773337243551,17.108267780681363,16.91692572456869,17.600000381469727,17.09309959411621,16.903400421142578,16.846500396728516,149.25328108,2.31532549
ASASSN1,19.28856467371853,18.09862462299061,17.685298589907354,17.321424802249762,18.549699783325195,17.679000854492188,17.29669952392578,17.13170051574707,150.27763727,2.48478432
ASASSN1,19.531385885629636,18.525931761891133,18.189107964596186,17.88400150310572,18.923200607299805,18.186399459838867,17.87190055847168,17.755599975585938,150.36787624,2.49762178
ASASSN1,19.219518797435803,18.613182996778505,18.442369030160915,18.33390235242845,18.79949951171875,18.426700592041016,18.314199447631836,18.29210090637207,149.35970512,2.60887797
ASASSN1,17.56325121654553,17.105505829511692,16.99667735765915,16.933531836352756,17.20669937133789,16.981599807739258,16.921499252319336,16.935300827026367,150.29393451,2.40704268
ASASSN1,19.649443651705166,18.34867910634476,17.889465841902364,17.47202376806887,18.86680030822754,17.886899948120117,17.440099716186523,17.246599197387695,150.30915766,2.86686344
ASASSN1,19.359082688084598,18.127489026508133,17.696910134404884,17.363491870190394,18.566200256347656,17.658199310302734,17.314300537109375,17.166400909423828,150.65895288,1.66773149
ASASSN1,18.5245041861567,17.573750913943815,17.259638351174637,17.000288634329248,17.921499252319336,17.244300842285156,16.980899810791016,16.871700286865234,150.65599719,1.69199444
ASASSN1,18.759600018113627,17.755046490941766,17.41859650780607,17.14608138325453,18.137399673461914,17.410499572753906,17.131900787353516,17.01300048828125,149.89444068,1.68870538
ASASSN1,19.697291474177618,18.41559252421308,17.96426976208942,17.576412435875856,18.92530059814453,17.931900024414062,17.559900283813477,17.363000869750977,150.67830951,1.67487613
ASASSN1,18.29869981318203,17.859600126126036,17.758556887771107,17.69777130937777,17.970600128173828,17.755199432373047,17.681900024414062,17.7052001953125,149.77614297,2.85362801
ASASSN1,18.330282223406897,17.32111821536413,16.982754578557795,16.68408465517019,17.69420051574707,16.98040008544922,16.671899795532227,16.50320053100586,150.35288829,2.97236239
ASASSN1,18.227151639937254,17.27202091323586,16.95609040097607,16.701384266572514,17.660200119018555,16.963499069213867,16.688199996948242,16.572799682617188,150.29261187,2.95997089
ASASSN1,18.52572438702896,17.40154242058621,17.01546819866329,16.702388988061028,17.83769989013672,17.00819969177246,16.683000564575195,16.552200317382812,149.39644686,2.64910937
ASASSN1,18.092265982259185,17.513759284691933,17.354546850493204,17.233749636653847,17.687999725341797,17.349899291992188,17.224199295043945,17.19930076599121,149.29092316,2.56332251
ASASSN1,18.590024989174104,17.88146379312703,17.668063279694323,17.514165197329863,18.105199813842773,17.64739990234375,17.503999710083008,17.453100204467773,149.38060228,2.64949573
ASASSN1,19.251395640710143,18.783717539270977,18.670742456084785,18.594971456570704,18.909400939941406,18.687299728393555,18.578699111938477,18.588699340820312,150.07327462,1.9399664
ASASSN1,19.611387187076065,18.20498073712464,17.70207385561125,17.20445502311355,18.763200759887695,17.682899475097656,17.188100814819336,16.957799911499023,149.96561372,1.95623691
ASASSN1,19.422631410751674,18.226695312838963,17.810885276096638,17.46527669507205,18.701099395751953,17.80620002746582,17.452299118041992,17.2632999420166,150.08472053,2.73656422
ASASSN1,18.19912498724647,17.361611548540182,17.094556186518634,16.8726221060548,17.661699295043945,17.087799072265625,16.86989974975586,16.790800094604492,149.98304902,1.98034556
ASASSN1,19.5667254966831,18.493516568333394,18.128579493603144,17.830165847893316,18.894100189208984,18.12220001220703,17.815399169921875,17.692100524902344,150.8406895,2.00056549
ASASSN1,19.83065099109293,18.323040449514707,17.77831869482865,17.084915541715134,18.92289924621582,17.7677001953125,17.059099197387695,16.746700286865234,150.12636372,2.77499872
ASASSN1,19.27061432869791,17.77945472600246,17.24152720373662,16.707724901179354,18.38010025024414,17.23310089111328,16.671100616455078,16.43589973449707,150.00870738,2.83418247
ASASSN1,18.755321745949125,18.29570081430448,18.186089324321816,18.090557903480626,18.42609977722168,18.182899475097656,18.082700729370117,18.096599578857422,150.83617143,1.96676472
ASASSN1,18.003841936784912,17.43342312810506,17.277583063993546,17.14172074741649,17.599300384521484,17.272300720214844,17.126800537109375,17.101200103759766,150.23404085,2.24345057
ASASSN1,17.87098431678059,17.06252219049742,16.807548210948152,16.600245440133182,17.310699462890625,16.782400131225586,16.59000015258789,16.535900115966797,150.00886012,2.23264729
ASASSN1,19.147053856880518,18.242724292682773,17.9478965216027,17.696295102577306,18.57539939880371,17.936800003051758,17.69860076904297,17.58880043029785,149.31607969,2.35865037
ASASSN1,19.34140408634188,18.033601671390542,17.571476092357642,17.173414484596254,18.55270004272461,17.550899505615234,17.156200408935547,16.972200393676758,149.24269139,2.33674736
ASASSN1,19.078816691792596,18.487009884676386,18.322252402807457,18.20136363428147,18.665800094604492,18.309600830078125,18.209299087524414,18.154499053955078,150.0621663,2.11357415
ASASSN1,19.269639434716147,18.142297062106973,17.7549126687689,17.42936618364472,18.57659912109375,17.743099212646484,17.417499542236328,17.262800216674805,150.83027292,1.62292038
ASASSN1,17.473911203188074,16.91811338490104,16.768370514268284,16.65049090817231,17.0802001953125,16.763500213623047,16.644699096679688,16.62380027770996,150.78201621,1.66489788
ASASSN1,18.28185899216543,17.808659374388387,17.693379416914045,17.601750959219327,17.95439910888672,17.68589973449707,17.600900650024414,17.59630012512207,149.15266651,2.31602182
ASASSN1,18.994930070597473,17.657590000550567,17.18324380661313,16.755019877519835,18.18470001220703,17.1658992767334,16.730199813842773,16.544700622558594,150.02946649,2.26299056
ASASSN1,19.202088106297914,18.503654237072404,18.29447063981915,18.115183310943337,18.74839973449707,18.292400360107422,18.09939956665039,18.06060028076172,149.30655665,2.3191926
ASASSN1,17.781550463429447,17.24966153951625,17.109891143888223,17.00422033431698,17.39739990234375,17.104700088500977,16.997600555419922,16.987699508666992,150.80945167,2.65786601
ASASSN1,18.888325324353296,18.25868875568104,18.07816371747083,17.9110893682898,18.460599899291992,18.07509994506836,17.89739990234375,17.8656005859375,150.2502648,1.89380473
ASASSN1,19.633533004642356,18.285280313334358,17.806420159035042,17.36562104535828,18.831899642944336,17.801599502563477,17.343000411987305,17.13319969177246,150.45359089,3.06693811
ASASSN1,18.788375695362518,17.794837284503988,17.46295967124443,17.217532743773866,18.178199768066406,17.46380043029785,17.197500228881836,17.073200225830078,150.30707288,3.13368132
ASASSN1,18.97576518325287,18.249500943641923,18.028730153183712,17.929886700909154,18.507299423217773,18.05470085144043,17.9158992767334,17.88559913635254,150.33540742,3.09332448
ASASSN1,18.727791931257883,18.04548964336167,17.843024012194654,17.651796283191977,18.282800674438477,17.84000015258789,17.634599685668945,17.574600219726562,150.52188212,3.09821257
ASASSN1,18.859576958536703,18.265551821186108,18.09986955592554,17.98980031486808,18.42140007019043,18.085100173950195,17.975900650024414,17.95319938659668,149.62173504,2.20355476
ASASSN1,19.61095713289993,18.536396370204468,18.17089858319097,17.877297844434533,19.01569938659668,18.17840003967285,17.8523006439209,17.723600387573242,150.63453669,2.47764079
ASASSN1,19.691823319309457,18.184441655643884,17.639814419860777,16.589408116640268,18.802600860595703,17.63719940185547,16.574499130249023,16.097900390625,150.8653787,2.40874415
ASASSN1,18.219706745506155,17.504355258068934,17.288127590589834,17.120887920148476,17.72949981689453,17.27050018310547,17.117000579833984,17.05620002746582,149.58079839,2.44120408
ASASSN1,18.63344120630518,17.878650547096434,17.646006316588867,17.46991689848694,18.157800674438477,17.6427001953125,17.4512996673584,17.38360023498535,149.66052577,2.53434192
ASASSN1,19.152420698559872,17.872310013136318,17.421644639993886,17.03686885946305,18.34630012512207,17.4064998626709,17.015600204467773,16.82659912109375,150.71793903,2.84109719
ASASSN1,19.458798101675704,18.513093627520593,18.201077924948272,17.939778933430475,18.854000091552734,18.203100204467773,17.92490005493164,17.813600540161133,150.28036648,2.44739905
ASASSN1,19.07131122341456,18.38878409190012,18.186224817102715,18.03000078094795,18.609500885009766,18.163400650024414,18.023000717163086,17.95479965209961,150.26989498,2.56128695
