survey,SWIFT-B,SWIFT-V,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
swift,16.9887529260972,16.334196968078597,15.622699737548828,15.243900299072266,14.80620002746582,14.89210033416748,202.559362916667,47.2488244444444
swift,14.338922743703801,13.6537613418867,-999.0,-999.0,14.157299995422365,-999.0,202.56164125,47.1746372222222
swift,16.5272329330444,15.884390866981402,18.158100128173828,-999.0,-999.0,-999.0,202.591110416667,47.1517302777779
swift,16.5281095123291,15.6725634089056,15.88819980621338,14.339599609375,14.013699531555176,15.003899574279785,202.5574175,47.125
swift,15.4696802695592,14.880399180393601,14.46500015258789,14.661600112915039,13.59570026397705,14.563699722290039,202.532751666667,47.088211944444396
swift,16.636697619569098,15.96931640625,16.178800582885742,15.413399696350098,15.018199920654295,15.428400039672852,202.366372083333,47.1568494444444
swift,16.6309378006879,15.632888755798302,16.041799545288086,13.923500061035154,14.809000015258787,13.486000061035154,202.37288875,47.200917499999996
swift,15.8932608554238,15.0121099070499,15.323800086975098,14.661999702453613,14.389699935913086,14.283699989318848,83.1915954166667,-14.097866666666699
swift,16.249820709228498,15.532917926185998,15.786800384521484,15.26039981842041,15.043800354003904,14.978599548339846,83.1770754166667,-14.083781666666699
swift,15.734695283990199,15.193135462309199,15.364999771118164,15.02530002593994,14.906000137329102,14.886500358581545,83.25096708333331,-14.066765
swift,15.573859515943,14.898822282489999,15.134599685668945,14.670700073242188,14.473299980163574,14.407999992370605,83.24968,-14.096466944444401
swift,16.6750046579461,16.1010349675229,16.271799087524414,15.88599967956543,15.722700119018555,15.688199996948242,83.209855,-14.106233055555599
swift,16.567112470928,15.944852477625801,16.153099060058597,15.728300094604492,15.562299728393555,15.515600204467773,83.22667625,-14.0975861111111
swift,16.5611775046901,16.0937938690186,16.268699645996097,15.950300216674805,15.797100067138672,15.757100105285645,83.1779783333333,-14.1384130555556
swift,16.709223295513002,16.0064968811838,16.245500564575195,15.738499641418455,15.50160026550293,15.410200119018555,83.1645633333333,-14.1123663888889
swift,16.8772082077829,15.9996893029464,16.31570053100586,15.632699966430664,15.3125,15.1628999710083,83.18124125,-14.125894444444402
swift,16.6784219239887,16.1153188002737,16.285699844360348,15.929200172424315,15.79930019378662,15.774800300598145,83.1953329166667,-14.1193411111111
swift,17.8966978976601,17.0425408011989,17.34910011291504,16.69420051574707,16.431100845336914,16.305500030517578,83.2319966666667,-14.1034422222222
swift,17.1755723451313,15.7632897527594,16.363000869750973,15.17240047454834,14.144100189208984,13.67300033569336,83.1516370833333,-14.0438972222222
swift,15.8918919033474,15.018100102742501,15.323800086975098,14.661999702453613,14.389699935913086,14.283699989318848,83.1915954166667,-14.097866666666699
swift,16.268908606635197,15.522333674960699,15.786800384521484,15.26039981842041,15.043800354003904,14.978599548339846,83.1770754166667,-14.083781666666699
swift,15.7517542309231,15.2439126968384,15.364999771118164,15.02530002593994,14.906000137329102,14.886500358581545,83.25096708333331,-14.066765
swift,15.580202420552599,14.9342300626967,15.134599685668945,14.670700073242188,14.473299980163574,14.407999992370605,83.24968,-14.096466944444401
swift,16.7005651262071,16.0818133884006,16.271799087524414,15.88599967956543,15.722700119018555,15.688199996948242,83.209855,-14.106233055555599
swift,16.5746750301785,15.9823854234484,16.153099060058597,15.728300094604492,15.562299728393555,15.515600204467773,83.22667625,-14.0975861111111
swift,16.5700884924995,16.0938313802083,16.268699645996097,15.950300216674805,15.797100067138672,15.757100105285645,83.1779783333333,-14.1384130555556
swift,16.7057079739041,16.0251349343194,16.245500564575195,15.738499641418455,15.50160026550293,15.410200119018555,83.1645633333333,-14.1123663888889
swift,16.8981738620334,15.9746273888482,16.31570053100586,15.632699966430664,15.3125,15.1628999710083,83.18124125,-14.125894444444402
swift,16.6896589067247,16.1064033508301,16.285699844360348,15.929200172424315,15.79930019378662,15.774800300598145,83.1953329166667,-14.1193411111111
swift,17.4763462543488,16.365163326263403,16.797100067138672,15.789299964904785,15.368000030517578,15.164799690246582,253.22339916666698,2.36078638888889
swift,15.390751600265501,14.716224670410199,14.932499885559082,14.48550033569336,14.332300186157227,14.288999557495115,253.27154875,2.39313777777778
swift,14.338458776473999,13.6529121398926,13.88029956817627,-999.0,-999.0,13.178999900817873,253.24544958333303,2.42883555555556
swift,16.3756701946259,15.6556921005249,19.805599212646484,-999.0,-999.0,-999.0,253.30295125,2.396205
swift,16.5434992313385,15.6125992536545,15.920900344848633,15.22070026397705,14.947699546813965,14.817500114440918,253.23246958333303,2.42688333333333
swift,16.112881898879998,15.502644658088698,15.684300422668455,15.28499984741211,15.124600410461426,15.08769989013672,253.24517125,2.3533961111111097
swift,14.4406825304031,13.7213490009308,13.947400093078613,13.461899757385256,-999.0,13.216400146484375,253.31425625,2.39941166666667
swift,16.9534251689911,16.3576862812042,16.534099578857422,16.109199523925778,15.946100234985352,15.882800102233887,253.262197916667,2.43162444444444
swift,17.5561156272888,16.7820098400116,17.066499710083008,16.615800857543945,16.438499450683597,16.378599166870114,253.232749583333,2.3920222222222205
swift,16.9559891223907,16.263081073761,16.495500564575195,16.04159927368164,15.868000030517578,15.8056001663208,253.22563125,2.4054086111111097
swift,17.9619579315186,17.0074589252472,17.359699249267578,16.690000534057614,16.451200485229492,16.353099822998047,253.243915,2.36761944444444
swift,17.9411377906799,17.2248430252075,17.480100631713867,16.993200302124027,16.785100936889652,16.694099426269528,253.24084375,2.4172616666666698
swift,17.703917741775502,16.8171942234039,17.135299682617188,16.563400268554688,16.372699737548828,16.302799224853516,253.22256125,2.3850497222222202
swift,17.7570066452026,17.0149049758911,17.24690055847168,16.700700759887695,16.482200622558597,16.379600524902347,253.294157916667,2.36496972222222
swift,17.482497024536098,16.3053062840512,16.797100067138672,15.789299964904785,15.368000030517578,15.164799690246582,253.22339916666698,2.36078638888889
swift,15.3757155895233,14.685950781169698,14.932499885559082,14.48550033569336,14.332300186157227,14.288999557495115,253.27154875,2.39313777777778
swift,16.6073110580444,15.9003981038144,16.135700225830078,15.651399612426758,15.456399917602539,15.37440013885498,253.222840416667,2.3772408333333304
swift,14.3171987533569,13.626219297710199,13.88029956817627,-999.0,-999.0,13.178999900817873,253.24544958333303,2.42883555555556
swift,17.2260967254639,16.6215188879716,16.819099426269528,16.412200927734375,16.24799919128418,16.187599182128903,253.27140958333302,2.42437333333333
swift,16.3988537788391,15.617128673352699,19.805599212646484,-999.0,-999.0,-999.0,253.30295125,2.396205
swift,16.5461168289185,15.6027768285651,15.920900344848633,15.22070026397705,14.947699546813965,14.817500114440918,253.23246958333303,2.42688333333333
swift,16.094986343383802,15.481188272175,15.684300422668455,15.28499984741211,15.124600410461426,15.08769989013672,253.24517125,2.3533961111111097
swift,14.415672302246099,13.6590747833252,13.947400093078613,13.461899757385256,-999.0,13.216400146484375,253.31425625,2.39941166666667
swift,16.982755565643302,16.3449731124075,16.534099578857422,16.109199523925778,15.946100234985352,15.882800102233887,253.262197916667,2.43162444444444
swift,15.4101437568665,14.462319424277899,14.79990005493164,14.082900047302244,13.785300254821776,13.62950038909912,253.18766791666698,2.4222799999999998
swift,17.529784679412803,16.8435471183375,17.066499710083008,16.615800857543945,16.438499450683597,16.378599166870114,253.232749583333,2.3920222222222205
swift,16.932913017272902,16.2772647456119,16.495500564575195,16.04159927368164,15.868000030517578,15.8056001663208,253.22563125,2.4054086111111097
swift,17.9602384567261,17.0627313915052,17.359699249267578,16.690000534057614,16.451200485229492,16.353099822998047,253.243915,2.36761944444444
swift,17.7117403030396,16.8599987030029,17.135299682617188,16.563400268554688,16.372699737548828,16.302799224853516,253.22256125,2.3850497222222202
swift,17.7313334465027,16.968230598851303,17.24690055847168,16.700700759887695,16.482200622558597,16.379600524902347,253.294157916667,2.36496972222222
swift,12.8170995992773,12.2524401081933,-999.0,-999.0,-999.0,-999.0,53.81155,-24.905905999999998
swift,18.153631659115103,17.1439746750726,17.54159927368164,16.70949935913086,16.347700119018555,16.198600769042972,53.738825,-24.891064
swift,18.244852290434,17.4567914009094,17.747299194335938,17.164199829101562,16.949199676513672,16.882499694824222,53.778325,-24.971889
swift,13.925107731538699,13.2647454208798,13.521900177001953,-999.0,-999.0,-999.0,53.845787,-24.982217000000002
swift,13.9714901026557,13.3545015388065,13.574299812316895,-999.0,-999.0,-999.0,53.717762,-24.979837
swift,15.992018839892198,15.4178249306149,15.627099990844727,15.261300086975098,15.138299942016602,15.12559986114502,53.81211999999999,-25.005739000000002
swift,16.6265521890977,15.840642001893801,16.09670066833496,15.548500061035154,15.347599983215332,15.271100044250488,53.764128,-24.957311999999998
swift,17.7036837970509,16.3787005212572,16.922700881958008,15.756400108337402,15.140600204467773,14.871299743652346,53.7476119999999,-25.014670000000002
swift,16.6171073913574,15.9784039656321,16.178800582885742,15.755599975585938,15.615900039672852,15.607199668884276,53.695747999999995,-24.966389000000003
swift,17.5933258393232,16.6649698681302,17.03230094909668,16.282800674438473,15.990699768066404,15.864999771118164,53.7606699999999,-24.880473000000002
swift,18.6078155741972,17.1045545472039,17.74880027770996,16.514299392700195,15.326199531555176,14.813799858093262,53.8142,-24.950448
swift,16.6733806700934,15.8138164194619,16.124200820922848,15.465999603271484,15.252900123596193,15.1850004196167,139.355488333333,41.8299975
swift,15.7237385855781,15.006855271079301,15.248000144958494,14.74839973449707,14.574999809265135,14.527799606323242,139.393337083333,41.9621894444444
swift,17.1641187455919,16.2674777724526,16.579399108886722,15.937700271606445,15.710599899291992,15.633299827575685,139.4139175,41.8907883333333
swift,15.109332063462999,14.5071935870431,14.708700180053713,14.30500030517578,14.151900291442873,14.116499900817873,139.39106375,41.8902366666667
swift,17.4363208770752,16.5673748363148,16.879600524902347,16.214899063110348,15.979000091552734,15.897299766540527,139.380953333333,41.917011388888895
swift,16.7196201748318,16.2105173631148,-999.0,-999.0,-999.0,-999.0,139.3430925,41.9315102777778
swift,16.6892316182454,16.068813172253698,16.26569938659668,15.852800369262695,15.69480037689209,15.649700164794922,139.2966075,41.931490000000004
swift,15.607404232025099,14.7609089252561,-999.0,19.637500762939453,-999.0,18.393600463867188,139.2824325,41.880721944444396
swift,14.7577117039607,14.110608169010698,14.335700035095215,13.937100410461426,13.813799858093262,13.79010009765625,185.67715,15.812702999999999
swift,14.8096843866202,14.168283871242002,14.355199813842773,13.965299606323242,13.8326997756958,13.81089973449707,185.766375,15.795917000000001
swift,16.422769399789697,15.259362970079698,15.72469997406006,14.71619987487793,14.272299766540527,14.081100463867188,185.715992,15.870139000000002
swift,16.300817489624,15.4637735230582,15.734999656677244,15.101699829101562,14.847299575805664,14.751199722290039,185.710014,15.849192000000002
swift,16.904822569626997,15.8118422372001,16.271299362182614,15.314900398254395,14.91759967803955,14.755800247192385,185.815417,15.852048000000002
swift,16.3724140754113,15.741706439426999,15.844900131225586,15.46660041809082,15.329099655151367,15.291000366210938,185.705062,15.844073000000002
swift,14.989125210898301,14.3860073785712,14.578499794006348,14.210200309753418,14.07569980621338,14.053500175476074,215.67557000000002,-0.41297999999999896
swift,13.4726641296495,12.575099951979,-999.0,-999.0,13.967100143432615,-999.0,215.608980000001,-0.35403000000000107
swift,15.409107664653199,14.0290631273367,14.615799903869627,13.414199829101562,12.721199989318848,12.409199714660645,215.59916000000098,-0.31078000000000106
swift,14.8635852489066,14.090951339058302,14.358599662780762,13.816800117492676,13.610400199890135,13.544400215148926,215.58952999999997,-0.34185999999999894
swift,17.3061533582971,16.5605666119119,16.808799743652347,16.280000686645508,16.090999603271484,16.023500442504886,215.57055,-0.450400000000001
swift,16.0840139794857,15.258702948473498,15.556500434875488,14.937999725341795,14.690299987792967,14.574799537658693,215.65951000000098,-0.35289999999999894
swift,16.141335358856402,15.2497732535652,15.576499938964846,14.90310001373291,14.643899917602539,14.545299530029295,215.62812999999997,-0.421700000000001
swift,14.8507855124507,13.366117470506302,13.947199821472168,-999.0,-999.0,-999.0,215.62209000000098,-0.40928999999999893
swift,12.677138328552198,11.4361963272095,13.238699913024902,14.478799819946287,15.399800300598145,12.729299545288086,171.20211,-9.761280000000001
swift,15.9026749134064,15.052781343460099,15.37909984588623,14.75529956817627,14.539400100708008,14.453200340270994,171.28425,-9.8232
swift,16.007893085479697,15.1391644477844,15.485300064086914,14.861599922180176,14.61340045928955,14.507399559020994,171.31306999999998,-9.83324
swift,15.8272678852081,15.1683740615845,15.387999534606935,14.94890022277832,14.803400039672852,14.76389980316162,171.32674,-9.78407
swift,16.0143001079559,15.2518334388733,15.53030014038086,14.999199867248535,14.81070041656494,14.733799934387207,171.32366000000002,-9.80321
swift,15.992621660232501,15.307300806045498,15.535099983215332,15.043100357055664,14.892200469970705,14.843899726867676,171.32622,-9.769039999999999
swift,16.008956909179698,15.444599151611301,15.656100273132324,15.284000396728516,15.160400390625,15.135199546813965,171.23933,-9.78175
swift,16.3599834442139,15.715228557586698,15.947699546813965,15.529399871826172,15.395500183105467,15.354599952697756,171.26891,-9.85548
swift,16.5823941230774,15.920083761215198,16.13129997253418,15.67959976196289,15.526399612426758,15.486000061035154,171.20887,-9.771469999999999
swift,16.560276508331302,16.0106418132782,16.204399108886722,15.861000061035154,15.72920036315918,15.71280002593994,171.23107,-9.76848
swift,17.027629375457803,16.3940410614014,16.621400833129886,16.21929931640625,16.0625,16.01449966430664,171.30978000000002,-9.734639999999999
swift,13.601999044418301,12.6911644935608,-999.0,-999.0,-999.0,-999.0,171.21575,-9.76798
swift,17.0749955177307,16.4054789543152,16.642200469970707,16.188100814819336,16.047199249267578,16.01289939880371,171.29353999999998,-9.82139
swift,17.0820879936218,16.5514850616455,16.735599517822266,16.38759994506836,16.268999099731445,16.25979995727539,171.22198999999998,-9.790610000000001
swift,17.306573390960697,16.6312050819397,16.872800827026367,16.38450050354004,16.188400268554688,16.122600555419922,171.24705,-9.85539
swift,17.4135823249817,16.7760167121887,17.000900268554688,16.587099075317386,16.454700469970707,16.424699783325195,171.27739,-9.75344
swift,17.5626158714294,16.9110651016235,17.17099952697754,16.72450065612793,16.582300186157227,16.529600143432614,171.27317,-9.84319
swift,17.787751674652103,16.9774632453918,17.26810073852539,16.645200729370114,16.473100662231445,16.43600082397461,171.2621,-9.820110000000001
swift,13.4040582180023,12.767534494400001,-999.0,-999.0,-999.0,-999.0,171.32039,-9.773660000000001
swift,14.753345966339099,14.1265006065369,14.3503999710083,13.943699836730955,13.838700294494627,13.816900253295898,171.24186,-9.85402
swift,14.7974879741669,14.197091341018698,14.4197998046875,14.036600112915039,13.91800022125244,13.891500473022461,171.29665,-9.83843
swift,14.9790284633636,14.369283199310301,14.578900337219238,14.171500205993652,14.04699993133545,14.00879955291748,171.23081000000002,-9.78921
swift,15.1230237483978,14.5248358249664,14.748800277709961,14.38819980621338,14.272899627685547,14.255000114440918,171.28635,-9.843119999999999
swift,15.4567732810974,14.5908050537109,14.909500122070312,14.261300086975098,14.0378999710083,13.953100204467773,171.29746,-9.80065
swift,16.9542958068848,16.278452237447098,16.505300521850586,16.05769920349121,15.894200325012207,15.859100341796875,150.07896000000002,4.43586
swift,17.8396777400264,17.1424188613892,17.369199752807614,16.933300018310547,16.75429916381836,16.694000244140625,150.08069,4.37254
swift,18.336699905395502,17.511121988296498,17.82550048828125,17.241500854492188,17.014299392700195,16.92959976196289,150.07301,4.41526
swift,13.954279263814302,12.921029934516302,13.308199882507324,-999.0,-999.0,-999.0,150.144,4.45119
swift,15.136254043579099,14.6426665385564,14.799099922180176,14.507100105285645,14.414199829101562,14.425800323486328,150.08985,4.43392
swift,12.6687861919403,11.5295175075531,-999.0,-999.0,-999.0,-999.0,180.49124,-18.95254
swift,17.2242173194885,16.405920124054,16.702299118041992,16.117799758911133,15.899700164794922,15.812800407409668,180.41062,-18.9235
swift,18.048686504364,16.6249554634094,17.230300903320312,15.998700141906738,15.303600311279295,14.986700057983398,180.51283,-18.96396
swift,17.4659905433655,16.8921252250671,17.072099685668945,16.691200256347653,16.562700271606445,16.519599914550778,180.50462,-19.00466
swift,17.7040349960327,17.051909828185998,17.269800186157227,16.83650016784668,16.680900573730472,16.631900787353516,180.50999,-18.96059
swift,13.8972465991974,13.180944061279302,13.43239974975586,-999.0,-999.0,-999.0,180.42196,-19.00756
swift,14.342874765396099,13.158273220062302,13.613499641418455,-999.0,-999.0,-999.0,180.43644,-18.94595
swift,14.8922303676605,14.245088672637902,14.468899726867676,14.043399810791016,13.901599884033205,13.86180019378662,180.4533,-18.96894
swift,15.3356533527374,14.5111106395721,14.813400268554688,14.235400199890135,14.049099922180176,13.989399909973145,180.52047,-18.94156
swift,16.4029070854187,15.692843675613402,15.930299758911133,15.413000106811525,15.203200340270994,15.126299858093262,180.47443,-18.97608
swift,16.5884760856628,16.0200606822968,16.214599609375,15.8503999710083,15.727499961853027,15.699199676513672,180.49338999999998,-18.93695
swift,16.8531700134277,16.3636132240295,16.48819923400879,16.212400436401367,16.126100540161133,16.121700286865234,180.46057,-18.999370000000003
swift,17.2555640220642,16.3082601547241,16.678800582885742,15.920999526977539,15.610799789428713,15.474300384521484,180.43758,-19.01844
swift,15.685098965962698,15.1837677425808,15.336400032043455,15.023900032043455,14.909600257873535,14.90530014038086,136.96076000000002,3.38637
swift,17.501617219712998,17.0649587843153,17.215200424194336,16.941999435424805,16.837900161743164,16.84469985961914,136.97862,3.3980699999999997
swift,16.459109306335403,15.8560972743564,16.04210090637207,15.65310001373291,15.523699760437012,15.498800277709961,136.88753,3.35888
swift,17.058050791422502,16.2215215894911,16.509899139404293,15.892200469970705,15.683199882507324,15.619600296020508,136.88773,3.36692
swift,17.1223336325751,16.3152872721354,16.596000671386722,16.00979995727539,15.807100296020508,15.743300437927244,136.89171000000002,3.37092
swift,17.603508843316,16.9131530125936,17.149200439453125,16.664100646972653,16.470300674438473,16.430599212646484,136.95672,3.37716
swift,17.767253028021898,17.017453087700698,17.267799377441403,16.716699600219727,16.477800369262695,16.392000198364258,136.91969,3.3702900000000002
swift,16.2849235534668,15.395883853618901,15.715700149536133,15.113499641418455,14.875200271606445,14.776100158691404,138.77026999999998,29.729290000000002
swift,16.720942717332097,15.850561435406,16.16710090637207,15.485699653625488,15.23840045928955,15.156100273132324,138.67494,29.70695
swift,16.4165749183068,15.758665965153599,15.942899703979492,15.520299911499025,15.373800277709961,15.351099967956545,138.73575,29.76905
swift,17.3617003514216,16.2319340339074,16.68280029296875,15.723099708557127,15.338899612426758,15.177000045776367,138.69304,29.731170000000002
swift,16.6066441169152,16.0849629915678,16.238399505615234,15.902299880981445,15.764699935913086,15.736300468444824,138.72284,29.764609999999998
swift,17.186602665827802,16.5048348353459,16.72800064086914,16.277799606323242,16.072500228881836,16.005199432373047,138.69928000000002,29.75357
swift,17.9062095055213,17.0274193103497,17.32699966430664,16.693300247192386,16.454700469970707,16.371999740600586,138.75133,29.78505
swift,14.468135833740199,13.729359920208301,13.979499816894533,13.486499786376953,-999.0,13.25629997253418,220.54062000000002,-17.23377
swift,17.3814103053166,16.2085841252254,16.724599838256836,15.743200302124025,15.260299682617188,15.02519989013672,220.61723999999998,-17.19741
swift,16.834345450768097,16.2166253603422,16.41309928894043,15.99370002746582,15.834699630737305,15.775500297546387,220.66752999999997,-17.22156
swift,17.884144122784,16.6494605724628,17.166200637817386,16.10420036315918,15.64109992980957,15.425399780273438,220.59142000000003,-17.30329
swift,17.307621882512,16.5701694488525,16.81049919128418,16.274900436401367,16.069299697875973,16.001300811767578,220.614,-17.27272
swift,17.74725488516,16.7755991128775,17.156999588012695,16.417999267578125,16.118400573730472,15.989500045776367,220.5394,-17.2171
swift,17.7510042924147,17.1559389554537,17.19930076599121,16.783500671386722,16.607200622558597,16.538200378417972,220.64233,-17.23475
swift,18.2455206650954,17.4776919438289,17.785499572753906,17.194999694824222,16.967399597167972,16.880300521850586,220.57555,-17.30261
swift,18.0749884385329,17.447210311889602,17.67919921875,17.25309944152832,17.096200942993164,17.037099838256836,220.64643999999998,-17.21402
swift,14.5319434679472,13.4672299164992,13.862799644470215,-999.0,-999.0,-999.0,220.65042999999997,-17.19355
swift,14.633634200462899,14.030091432424701,14.241100311279295,13.839099884033205,13.687199592590332,13.644800186157227,220.64502000000002,-17.23808
swift,14.848495776836698,13.904990563025802,14.24250030517578,13.553099632263185,-999.0,13.159000396728516,220.60269,-17.29533
swift,14.3361141498272,13.5402191602267,13.825900077819824,-999.0,-999.0,-999.0,220.60172999999998,-17.2021
swift,15.1335234275231,13.9244405306303,14.373900413513185,-999.0,-999.0,-999.0,220.59562000000003,-17.19686
swift,14.039190659156198,13.4938243719248,13.687399864196776,13.33199977874756,13.176600456237793,13.239299774169922,220.58022999999997,-17.20915
swift,16.425003051757802,15.563585868248598,15.870200157165527,15.243499755859375,14.99549961090088,14.89579963684082,220.54691,-17.232670000000002
swift,16.893688642061697,16.0513327671931,16.35890007019043,15.756400108337402,15.522299766540527,15.422499656677244,220.62838,-17.28257
swift,17.335628509521502,16.8555052621024,16.965400695800778,16.626899719238278,16.495800018310547,16.457199096679688,257.61912875,26.4250916666667
swift,16.889121736798998,16.2516634804862,16.415300369262695,16.00779914855957,15.851200103759766,15.815899848937988,257.6026225,26.4292747222222
swift,15.860905511038599,15.258236816951198,15.43179988861084,15.04539966583252,14.912099838256836,14.89109992980957,257.58891583333303,26.448237777777802
swift,17.674707140241303,17.1100796290806,17.247400283813473,16.85409927368164,16.705999374389652,16.667499542236328,257.614145416667,26.3980394444444
swift,17.0806465148926,16.4952594212123,16.631500244140625,16.225700378417972,16.05419921875,16.007699966430664,257.609786666667,26.379075
swift,17.0900207247053,16.3080196380615,16.54330062866211,15.996600151062012,15.784500122070312,15.702799797058105,257.65494,26.416997499999997
swift,14.7240376472473,13.9542493138994,14.179800033569336,13.584500312805176,13.496299743652346,13.356800079345705,257.65182999999996,26.429269444444397
swift,16.8390441622053,16.1692849567958,16.363399505615234,15.892499923706055,15.717100143432615,15.668399810791016,257.655550833333,26.3857616666667
swift,14.9457508495876,14.399458408355699,14.548199653625488,14.17870044708252,14.090900421142578,14.076600074768065,257.59701125,26.4699922222222
swift,15.9927533467611,15.165366592407201,15.456100463867188,14.857199668884276,14.598400115966795,14.505999565124512,308.673978333333,60.180296388888905
swift,16.3602394527859,15.4557881355286,15.743599891662598,15.064599990844727,14.750399589538574,14.621000289916992,308.61668875,60.2190433333333
swift,13.8911397015607,13.273842430114698,13.467499732971193,-999.0,-999.0,-999.0,308.69529500000004,60.2017713888889
swift,14.253501220985699,13.149755516052199,13.558899879455565,-999.0,-999.0,-999.0,308.74133,60.21208000000001
swift,14.3506572511461,13.6533302307129,13.89449977874756,13.440199851989744,-999.0,13.11750030517578,308.73292375,60.2224019444444
swift,14.7223117616442,14.1309388478597,14.322099685668945,13.912699699401855,13.718899726867676,13.666000366210938,308.63807708333303,60.18530749999999
swift,15.1635743247138,14.399186081356499,14.66469955444336,14.12679958343506,13.898799896240234,13.826000213623047,308.608925,60.1788788888889
swift,13.179342031478901,12.710045613740599,-999.0,-999.0,-999.0,-999.0,121.413291666667,-11.399380555555599
swift,14.794101667404199,13.7232341766357,14.131099700927734,13.387200355529785,-999.0,12.952899932861328,121.424625,-11.463722222222199
swift,14.4830860137939,13.9746913407978,14.125399589538574,13.812600135803224,13.729000091552734,13.718899726867676,121.377145833333,-11.4020583333333
swift,14.004513740539599,12.9904313840364,13.343700408935547,-999.0,-999.0,-999.0,121.394445833333,-11.392294444444401
swift,14.788192297283,13.8008410135905,14.151800155639648,13.453700065612793,-999.0,13.032600402832033,121.31365,-11.4279194444444
swift,13.664258304395199,13.2314114040799,13.33810043334961,13.139200210571287,-999.0,13.035599708557127,121.33175,-11.3460472222222
swift,13.531538210417098,12.718079302046,12.99549961090088,-999.0,-999.0,-999.0,121.251041666667,-11.4191
swift,15.0878757476807,14.0341526834588,14.432700157165527,13.652400016784668,-999.0,13.157099723815918,121.32607083333299,-11.442069444444401
swift,12.999866962432899,12.6707253707083,-999.0,-999.0,-999.0,-999.0,121.39530833333299,-11.375975
swift,15.0589160919189,14.185237248738598,14.48040008544922,13.849100112915039,13.573399543762207,13.463299751281738,136.643270833333,19.364453611111102
swift,15.651251125335698,14.811932563781701,15.10789966583252,14.53159999847412,14.305399894714355,14.247599601745605,136.64475625,19.2841338888889
swift,14.5016199111938,13.987803565131301,14.168700218200685,13.868000030517578,13.759499549865724,13.75100040435791,136.534461666667,19.395926111111102
swift,13.821315956115699,13.2693596945869,13.484700202941895,-999.0,-999.0,12.93690013885498,136.548060416667,19.3990027777778
swift,16.152606201171903,15.333237648010302,15.604700088500975,14.992600440979006,14.769399642944336,14.703399658203125,136.539536666667,19.3295541666667
swift,16.7698160171509,16.0155314339532,16.285900115966793,15.82830047607422,15.656999588012695,15.628000259399414,136.562009583333,19.3114397222222
swift,15.362773704528802,14.7341320249769,14.915300369262695,14.500800132751465,14.35770034790039,14.348899841308596,136.699452083333,19.425805555555602
swift,14.166216850280799,13.2256011962891,13.582300186157227,-999.0,-999.0,-999.0,136.576757083333,19.3663877777778
swift,14.9951184272766,14.2470713721381,14.491800308227539,13.97439956665039,13.77869987487793,13.741800308227539,136.58267583333298,19.353004166666697
swift,13.2790539741516,12.7535156673855,-999.0,-999.0,-999.0,-999.0,136.6373675,19.298356388888898
swift,15.2770055770874,14.5761761135525,14.81779956817627,14.325799942016602,14.13479995727539,14.08769989013672,136.699712916667,19.284408888888898
